tweet_id	label
300683	Lit-News_mentions
105076	Lit-News_mentions
103650	Lit-News_mentions
300582	non-personal_reports
104289	Lit-News_mentions
301571	non-personal_reports
200918	Self_reports
100660	non-personal_reports
105623	Lit-News_mentions
104003	Lit-News_mentions
103106	Lit-News_mentions
200457	Self_reports
102616	Lit-News_mentions
301403	Lit-News_mentions
200638	Self_reports
200757	Self_reports
105861	Lit-News_mentions
101487	Lit-News_mentions
100605	Lit-News_mentions
103222	Lit-News_mentions
100570	Lit-News_mentions
300173	Lit-News_mentions
102522	Lit-News_mentions
300242	non-personal_reports
103236	Lit-News_mentions
102525	Lit-News_mentions
102179	Lit-News_mentions
101344	Lit-News_mentions
201076	Self_reports
103753	Lit-News_mentions
201618	Self_reports
101392	Lit-News_mentions
302001	Self_reports
102471	Lit-News_mentions
104960	Lit-News_mentions
100347	Lit-News_mentions
200449	Self_reports
201135	Self_reports
302229	non-personal_reports
102978	Lit-News_mentions
101389	Lit-News_mentions
105402	Lit-News_mentions
301074	non-personal_reports
300715	Self_reports
104910	Lit-News_mentions
300398	Self_reports
300670	non-personal_reports
105822	Lit-News_mentions
200220	Self_reports
102863	Lit-News_mentions
302275	Self_reports
301127	non-personal_reports
300241	non-personal_reports
102849	Lit-News_mentions
200913	non-personal_reports
104729	Lit-News_mentions
301128	non-personal_reports
201164	Lit-News_mentions
102180	Lit-News_mentions
101423	Lit-News_mentions
101645	Lit-News_mentions
300157	non-personal_reports
102847	Lit-News_mentions
104982	Lit-News_mentions
201428	Self_reports
103921	Lit-News_mentions
103611	Lit-News_mentions
300401	Self_reports
100842	Lit-News_mentions
105167	Lit-News_mentions
201429	non-personal_reports
200462	Self_reports
104517	Lit-News_mentions
103323	Lit-News_mentions
102596	Lit-News_mentions
102328	Lit-News_mentions
104556	Lit-News_mentions
302403	non-personal_reports
105561	Lit-News_mentions
102762	Lit-News_mentions
300013	Lit-News_mentions
101190	Lit-News_mentions
104603	Lit-News_mentions
102855	Lit-News_mentions
105438	Lit-News_mentions
101819	Lit-News_mentions
100283	Lit-News_mentions
104925	Lit-News_mentions
102989	Lit-News_mentions
103110	Lit-News_mentions
102914	Lit-News_mentions
105681	Lit-News_mentions
103815	Lit-News_mentions
103329	Lit-News_mentions
300115	non-personal_reports
103639	Lit-News_mentions
100962	Lit-News_mentions
105253	Lit-News_mentions
102931	Lit-News_mentions
100477	Lit-News_mentions
200163	Self_reports
302223	Lit-News_mentions
100908	Lit-News_mentions
200483	Lit-News_mentions
301957	Self_reports
101140	Lit-News_mentions
105949	Lit-News_mentions
201590	Self_reports
101878	Lit-News_mentions
201336	Self_reports
103544	Lit-News_mentions
103349	Lit-News_mentions
100139	Lit-News_mentions
105476	Lit-News_mentions
300347	non-personal_reports
105978	Lit-News_mentions
105832	Lit-News_mentions
104810	Lit-News_mentions
102573	Lit-News_mentions
103631	Lit-News_mentions
201401	Self_reports
200367	Self_reports
300680	non-personal_reports
301175	Self_reports
102831	Lit-News_mentions
201024	Lit-News_mentions
301981	non-personal_reports
102148	Lit-News_mentions
302200	non-personal_reports
104219	Lit-News_mentions
102895	Lit-News_mentions
103786	Lit-News_mentions
200385	Self_reports
200828	Self_reports
201353	Self_reports
100144	Lit-News_mentions
101519	Lit-News_mentions
103747	Lit-News_mentions
302373	Self_reports
102334	Lit-News_mentions
100238	Lit-News_mentions
302119	Self_reports
105321	Lit-News_mentions
101597	Lit-News_mentions
100215	Lit-News_mentions
300358	Self_reports
200808	Self_reports
104906	Lit-News_mentions
102351	Lit-News_mentions
201472	Self_reports
102177	Lit-News_mentions
200424	Self_reports
103658	Lit-News_mentions
100740	Lit-News_mentions
102877	Lit-News_mentions
105499	Lit-News_mentions
201465	Self_reports
300278	Self_reports
103545	Lit-News_mentions
100881	Lit-News_mentions
102577	Lit-News_mentions
104229	Lit-News_mentions
200425	Self_reports
105098	Lit-News_mentions
301756	Lit-News_mentions
104283	Lit-News_mentions
102848	Lit-News_mentions
300645	Lit-News_mentions
301982	non-personal_reports
102995	non-personal_reports
104498	Lit-News_mentions
302213	Self_reports
100083	Lit-News_mentions
302046	Self_reports
101533	Lit-News_mentions
300233	non-personal_reports
101831	Lit-News_mentions
102433	Lit-News_mentions
301743	Self_reports
103919	Lit-News_mentions
200840	Self_reports
102181	Lit-News_mentions
105698	Lit-News_mentions
100529	Lit-News_mentions
101311	Lit-News_mentions
105933	Lit-News_mentions
101633	Lit-News_mentions
101924	Lit-News_mentions
101821	Lit-News_mentions
104483	Lit-News_mentions
200880	Lit-News_mentions
101683	Lit-News_mentions
100994	Lit-News_mentions
105187	Lit-News_mentions
105304	Lit-News_mentions
300448	Lit-News_mentions
100752	Lit-News_mentions
301346	non-personal_reports
105314	Lit-News_mentions
100032	non-personal_reports
100442	Lit-News_mentions
200963	Self_reports
201014	Self_reports
100503	Lit-News_mentions
200120	non-personal_reports
104022	Lit-News_mentions
102008	Lit-News_mentions
103148	Lit-News_mentions
102792	Lit-News_mentions
301289	non-personal_reports
102869	Lit-News_mentions
104103	Lit-News_mentions
103930	Lit-News_mentions
301229	non-personal_reports
102918	Lit-News_mentions
200682	Self_reports
300692	non-personal_reports
105794	Lit-News_mentions
301995	Self_reports
104068	Lit-News_mentions
105795	Lit-News_mentions
200199	Self_reports
105051	Lit-News_mentions
302154	Lit-News_mentions
104535	Lit-News_mentions
103327	Lit-News_mentions
301630	non-personal_reports
201326	Self_reports
301341	Lit-News_mentions
100104	Lit-News_mentions
100918	Lit-News_mentions
300192	non-personal_reports
301137	Self_reports
105715	Lit-News_mentions
105243	Lit-News_mentions
101704	Lit-News_mentions
101131	Lit-News_mentions
201159	Self_reports
104097	Lit-News_mentions
301542	non-personal_reports
101877	Lit-News_mentions
101813	Lit-News_mentions
105539	non-personal_reports
103420	Lit-News_mentions
104019	Lit-News_mentions
301270	Lit-News_mentions
300817	Lit-News_mentions
101847	Lit-News_mentions
201148	Self_reports
201436	Self_reports
100616	Lit-News_mentions
100627	Lit-News_mentions
101611	Lit-News_mentions
104970	Lit-News_mentions
301793	non-personal_reports
105878	Lit-News_mentions
104058	Lit-News_mentions
100044	Lit-News_mentions
100999	Lit-News_mentions
200871	Self_reports
100460	Lit-News_mentions
105526	Lit-News_mentions
102921	Lit-News_mentions
301407	non-personal_reports
201161	Self_reports
104557	Lit-News_mentions
200384	Self_reports
102867	Lit-News_mentions
101764	Lit-News_mentions
100142	Lit-News_mentions
300376	Self_reports
200488	Self_reports
103490	Self_reports
102001	Lit-News_mentions
100160	Lit-News_mentions
102642	Lit-News_mentions
301230	Self_reports
102999	Lit-News_mentions
300748	Self_reports
103355	Lit-News_mentions
201586	Self_reports
103073	Lit-News_mentions
200085	Self_reports
302049	non-personal_reports
201140	Self_reports
105981	Lit-News_mentions
101042	Lit-News_mentions
301989	non-personal_reports
102788	Lit-News_mentions
301733	non-personal_reports
300619	non-personal_reports
100288	Lit-News_mentions
104869	non-personal_reports
302150	Self_reports
101410	Lit-News_mentions
300094	non-personal_reports
102325	Lit-News_mentions
104878	Lit-News_mentions
100439	Lit-News_mentions
101862	Lit-News_mentions
100179	Lit-News_mentions
101325	Lit-News_mentions
103066	non-personal_reports
300223	Self_reports
301802	Self_reports
104854	Lit-News_mentions
105269	Lit-News_mentions
302073	Self_reports
300261	Self_reports
104580	Lit-News_mentions
200552	Self_reports
301765	non-personal_reports
104662	Lit-News_mentions
103334	Lit-News_mentions
104385	Lit-News_mentions
100374	Lit-News_mentions
102450	Lit-News_mentions
101914	Lit-News_mentions
100639	Lit-News_mentions
200218	Self_reports
300267	Self_reports
102279	Lit-News_mentions
101286	Lit-News_mentions
101663	Lit-News_mentions
101529	Lit-News_mentions
103558	Lit-News_mentions
102056	Lit-News_mentions
102327	Lit-News_mentions
300595	non-personal_reports
100264	Lit-News_mentions
201215	Self_reports
100341	Lit-News_mentions
301901	Lit-News_mentions
103055	Lit-News_mentions
105114	Lit-News_mentions
200247	Self_reports
101179	Lit-News_mentions
201543	Lit-News_mentions
300947	non-personal_reports
300602	non-personal_reports
105359	Lit-News_mentions
200250	Self_reports
103343	Lit-News_mentions
100675	Lit-News_mentions
100131	Lit-News_mentions
301747	Lit-News_mentions
102184	Lit-News_mentions
301878	non-personal_reports
100335	Lit-News_mentions
201404	Self_reports
100678	non-personal_reports
301927	non-personal_reports
102230	Lit-News_mentions
100423	Lit-News_mentions
